LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Mumbai,2018,Hyundai,Elite i20 ASTA 1.2 AT,,"4,649 km",Petrol,1st Owner,"₹7,04,199"
Mumbai,2017,Maruti,Celerio VXI,Manual,"66,663 km",Petrol,1st Owner,"₹4,22,899"
Mumbai,2017,Maruti,Swift ZXI,Manual,"14,505 km",Petrol,1st Owner,"₹5,43,299"
Mumbai,2019,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"4,031 km",Petrol,1st Owner,"₹5,26,999"
Mumbai,2015,Maruti,Alto K10 VXI,Manual,"64,611 km",Petrol,1st Owner,"₹3,13,999"
Mumbai,2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"20,910 km",Petrol,1st Owner,"₹4,99,799"
Mumbai,2018,Maruti,Celerio VXI,Manual,"15,478 km",Petrol,1st Owner,"₹4,72,699"
Mumbai,2017,Tata,Nano TWIST XTA,Automatic,"41,959 km",Petrol,1st Owner,"₹2,25,799"
Mumbai,2016,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"30,912 km",Petrol,1st Owner,"₹4,48,999"
Mumbai,2018,Maruti,Celerio VXI AMT,Automatic,"20,753 km",Petrol,2nd Owner,"₹4,63,399"
Mumbai,2012,Hyundai,i20 MAGNA O 1.4 CRDI,Manual,"1,24,487 km",Diesel,1st Owner,"₹4,89,599"
Mumbai,2015,Maruti,Alto K10 VXI,Manual,"12,341 km",Petrol,2nd Owner,"₹3,11,499"
Mumbai,2017,Maruti,Alto 800 LXI,Manual,"12,393 km",Petrol,1st Owner,"₹3,24,199"
Mumbai,2017,Maruti,Alto 800 LXI,Manual,"22,244 km",Petrol,1st Owner,"₹3,26,599"
Mumbai,2014,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"19,399 km",Petrol,1st Owner,"₹3,87,099"
Mumbai,2015,Hyundai,Elite i20 ASTA 1.2,Manual,"64,342 km",Petrol,1st Owner,"₹5,13,299"
Mumbai,2019,Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,"2,047 km",Petrol,1st Owner,"₹7,19,399"
Mumbai,2017,Tata,Tiago XZ 1.2 REVOTRON,Manual,"16,358 km",Petrol,1st Owner,"₹3,97,099"
Mumbai,2015,Maruti,Alto K10 VXI,Manual,"25,490 km",Petrol,1st Owner,"₹3,26,399"
Mumbai,2021,Maruti,S PRESSO VXI PLUS,Manual,470 km,Petrol,1st Owner,"₹4,69,899"
Mumbai,2018,Maruti,Alto K10 VXI (O) AMT,Manual,"19,746 km",Petrol,1st Owner,"₹3,81,199"
Mumbai,2018,Maruti,Alto 800 LXI,Manual,"27,957 km",Petrol,1st Owner,"₹3,24,299"
Mumbai,2017,Maruti,Alto K10 VXI (O) AMT,Manual,"13,739 km",Petrol,1st Owner,"₹3,62,299"
Mumbai,2017,Honda,Jazz 1.2 V AT,Automatic,"48,106 km",Petrol,2nd Owner,"₹6,06,299"
Mumbai,2014,Hyundai,Elite i20 ASTA 1.2,Manual,"80,954 km",Petrol,1st Owner,"₹5,16,499"
Mumbai,2014,Ford,Figo 1.4 TITANIUM DURATORQ,Manual,"43,237 km",Diesel,1st Owner,"₹3,03,999"
Mumbai,2014,Maruti,Celerio VXI,Manual,"48,309 km",Petrol,1st Owner,"₹3,59,699"
Mumbai,2018,Tata,Tiago XZ 1.2 REVOTRON,Manual,"25,032 km",Petrol,1st Owner,"₹4,51,199"
Mumbai,2014,Maruti,Swift VXI,Manual,"1,18,396 km",Petrol,1st Owner,"₹3,84,799"
Mumbai,2014,Hyundai,i10 SPORTZ 1.1 IRDE2,Manual,"63,456 km",Petrol,1st Owner,"₹3,38,499"
Mumbai,2015,Hyundai,Grand i10 ASTA 1.2 VTVT,Manual,"80,058 km",Petrol,1st Owner,"₹3,87,099"
Mumbai,2015,Maruti,Swift VXI,Manual,"62,081 km",Petrol,1st Owner,"₹4,41,199"
Mumbai,2018,Maruti,Swift VXI,Manual,"8,339 km",Petrol,1st Owner,"₹5,86,999"
Mumbai,2016,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Manual,"29,826 km",Petrol,1st Owner,"₹4,19,999"
Mumbai,2017,Hyundai,Grand i10 Sportz(O) 1.2 MT,Manual,"8,592 km",Petrol,1st Owner,"₹5,04,199"
Mumbai,2017,Maruti,Celerio VXI,Manual,"10,142 km",Petrol,1st Owner,"₹4,09,799"
Mumbai,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"60,665 km",Petrol + CNG,2nd Owner,"₹5,32,299"
Mumbai,2016,Ford,New Figo 1.2 TITANIUM,Manual,"21,454 km",Petrol,3rd Owner,"₹3,95,099"
Mumbai,2016,Hyundai,i20 Active 1.2 S,Manual,"20,933 km",Petrol,1st Owner,"₹5,70,599"
Mumbai,2017,Hyundai,i20 Active 1.2 S,Manual,"57,900 km",Petrol,1st Owner,"₹5,82,699"
Mumbai,2014,Hyundai,Elite i20 ASTA 1.2,Manual,"43,096 km",Petrol,2nd Owner,"₹5,12,599"
Mumbai,2016,Hyundai,Elite i20 SPORTZ 1.2,Manual,"56,445 km",Petrol,2nd Owner,"₹4,93,899"
Mumbai,2019,Maruti,Swift ZXI AMT,Automatic,"4,888 km",Petrol,1st Owner,"₹7,03,499"
Mumbai,2020,Maruti,Swift VXI,Manual,"1,550 km",Petrol,1st Owner,"₹6,27,799"
Mumbai,2018,Nissan,Micra XL CVT (PETROL),Automatic,"14,360 km",Petrol,1st Owner,"₹6,22,099"
Mumbai,2016,Hyundai,Elite i20 SPORTZ 1.2,Manual,"84,580 km",Petrol,1st Owner,"₹5,59,999"
Mumbai,2012,Hyundai,i20 MAGNA O 1.2,Manual,"31,372 km",Petrol,1st Owner,"₹3,97,199"
Mumbai,2018,Hyundai,Elite i20 ASTA 1.2 AT,,"10,222 km",Petrol,1st Owner,"₹7,71,699"
Mumbai,2019,Maruti,Alto VXI,Manual,"21,494 km",Petrol,2nd Owner,"₹3,52,199"
Mumbai,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"58,063 km",Petrol,2nd Owner,"₹5,48,399"
Mumbai,2016,Maruti,Celerio VXI AMT,Automatic,"51,815 km",Petrol,2nd Owner,"₹3,91,399"
Mumbai,2017,Maruti,Baleno RS 1.0 PETROL,Manual,"12,840 km",Petrol,2nd Owner,"₹6,04,399"
Mumbai,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"21,954 km",Petrol,1st Owner,"₹5,55,599"
Mumbai,2016,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"32,812 km",Petrol,1st Owner,"₹4,33,899"
Mumbai,2013,Maruti,Swift VXI,Manual,"36,351 km",Petrol,1st Owner,"₹3,97,799"
Mumbai,2018,Maruti,IGNIS ZETA 1.2 K12 AMT,Automatic,"11,321 km",Petrol,1st Owner,"₹5,69,499"
Mumbai,2015,Maruti,Celerio VXI,Manual,"21,306 km",Petrol,1st Owner,"₹3,78,199"
Mumbai,2017,Maruti,Baleno ALPHA 1.2 K12,Manual,"36,120 km",Petrol,1st Owner,"₹7,02,799"
Mumbai,2017,Toyota,Camry HYBRID,Manual,"69,593 km",Petrol,1st Owner,"₹18,77,199"
Mumbai,2017,Hyundai,New Elantra 1.6 SX AT O,Automatic,"69,070 km",Diesel,1st Owner,"₹11,68,099"
Mumbai,2009,Toyota,Camry W4 AT,Automatic,"99,864 km",Petrol,1st Owner,"₹3,07,299"
Mumbai,2015,Skoda,Octavia ELEGANCE 1.8 TSI AT,Automatic,"93,768 km",Petrol,1st Owner,"₹8,03,499"
Mumbai,2018,Jeep,Compass LIMITED O 1.4 AT,Automatic,"25,460 km",Petrol,2nd Owner,"₹15,76,699"
Mumbai,2016,Mahindra,XUV500 W10 AT FWD,Automatic,"62,511 km",Diesel,2nd Owner,"₹11,22,799"
Mumbai,2018,Jeep,Compass LIMITED 1.4 AT,Automatic,"13,908 km",Petrol,1st Owner,"₹17,16,699"
Mumbai,2020,Skoda,Rapid 1.0 AMBITION TSI MT,Manual,"6,981 km",Petrol,1st Owner,"₹9,01,299"
Mumbai,2015,Maruti,Ciaz VDI,Manual,"1,61,918 km",Diesel,1st Owner,"₹5,28,299"
Mumbai,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"16,869 km",Petrol,2nd Owner,"₹10,53,199"
Mumbai,2018,Honda,City V MT PETROL,Manual,"18,363 km",Petrol,1st Owner,"₹10,50,299"
Mumbai,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"12,584 km",Petrol,1st Owner,"₹11,23,999"
Mumbai,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"36,856 km",Petrol,1st Owner,"₹11,24,899"
Mumbai,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"42,182 km",Petrol,1st Owner,"₹4,55,099"
Mumbai,2019,Hyundai,Verna 1.6 SX VTVT,Manual,"11,728 km",Petrol,1st Owner,"₹8,93,199"
Mumbai,2016,Volkswagen,Ameo HIGHLINE 1.2,Manual,"32,750 km",Petrol,2nd Owner,"₹4,73,299"
Mumbai,2013,Honda,Amaze 1.2 EXMT I VTEC,Manual,"15,271 km",Petrol,1st Owner,"₹4,14,599"
Mumbai,2019,Honda,Civic VX CVT i-VTEC,Automatic,"15,611 km",Petrol,1st Owner,"₹15,27,199"
Mumbai,2018,Honda,Amaze 1.2 V CVT I VTEC,Manual,"48,214 km",Petrol,1st Owner,"₹6,36,899"
Mumbai,2018,Honda,Amaze 1.2 VXMT I VTEC,Manual,"14,604 km",Petrol,1st Owner,"₹6,40,799"
Mumbai,2018,Jeep,Compass LIMITED O 1.4 AT,Automatic,"25,460 km",Petrol,2nd Owner,"₹15,76,699"
Mumbai,2016,Mahindra,XUV500 W10 AT FWD,Automatic,"62,511 km",Diesel,2nd Owner,"₹11,22,799"
Mumbai,2018,Jeep,Compass LIMITED 1.4 AT,Automatic,"13,908 km",Petrol,1st Owner,"₹17,16,699"
Mumbai,2017,Toyota,Camry HYBRID,Manual,"69,593 km",Petrol,1st Owner,"₹18,77,199"
Mumbai,2017,Hyundai,New Elantra 1.6 SX AT O,Automatic,"69,070 km",Diesel,1st Owner,"₹11,68,099"
Mumbai,2009,Toyota,Camry W4 AT,Automatic,"99,864 km",Petrol,1st Owner,"₹3,07,299"
Mumbai,2015,Skoda,Octavia ELEGANCE 1.8 TSI AT,Automatic,"93,768 km",Petrol,1st Owner,"₹8,03,499"
Mumbai,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"1,00,164 km",Petrol,1st Owner,"₹6,92,499"
Mumbai,2018,Ford,Ecosport TREND + 1.5 TI VCT AT,Manual,"20,282 km",Petrol,2nd Owner,"₹7,20,999"
Mumbai,2017,Hyundai,Creta 1.6 SX CRDI,Manual,"1,18,008 km",Diesel,1st Owner,"₹8,56,899"
Mumbai,2017,Maruti,Ertiga VDI SHVS,Manual,"79,817 km",Diesel,1st Owner,"₹7,88,499"
Mumbai,2020,Maruti,Vitara Brezza ZXI +,Manual,"18,943 km",Petrol,1st Owner,"₹9,17,499"
Mumbai,2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"16,631 km",Petrol,1st Owner,"₹8,50,899"
Mumbai,2020,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"21,526 km",Petrol,1st Owner,"₹11,60,199"
Mumbai,2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"97,226 km",Diesel,1st Owner,"₹11,28,199"
Mumbai,2018,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"59,639 km",Diesel,1st Owner,"₹8,49,099"
Mumbai,2019,Mahindra,XUV 3OO 1.2 W6 MT,Manual,"9,365 km",Petrol,1st Owner,"₹8,19,199"
Mumbai,2018,Mahindra,TUV300 T 10 MT Dual Tone,Manual,"29,735 km",Diesel,2nd Owner,"₹7,77,599"
Mumbai,2014,Honda,Mobilio 1.5 S I DTEC,Manual,"24,169 km",Diesel,1st Owner,"₹5,00,099"
Mumbai,2019,Maruti,Ertiga VDI,Manual,"31,584 km",Diesel,1st Owner,"₹8,57,499"
Pune,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"1,00,164 km",Petrol,1st Owner,"₹6,92,499"
Pune,2018,Ford,Ecosport TREND + 1.5 TI VCT AT,Manual,"20,282 km",Petrol,2nd Owner,"₹7,20,999"
Pune,2017,Hyundai,Creta 1.6 SX CRDI,Manual,"1,18,008 km",Diesel,1st Owner,"₹8,56,899"
Pune,2017,Maruti,Ertiga VDI SHVS,Manual,"79,817 km",Diesel,1st Owner,"₹7,88,499"
Pune,2020,Maruti,Vitara Brezza ZXI +,Manual,"18,943 km",Petrol,1st Owner,"₹9,17,499"
Pune,2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"16,631 km",Petrol,1st Owner,"₹8,50,899"
Pune,2020,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"21,526 km",Petrol,1st Owner,"₹11,60,199"
Pune,2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"97,226 km",Diesel,1st Owner,"₹11,28,199"
Pune,2018,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"59,639 km",Diesel,1st Owner,"₹8,49,099"
Pune,2019,Mahindra,XUV 3OO 1.2 W6 MT,Manual,"9,365 km",Petrol,1st Owner,"₹8,19,199"
Pune,2018,Mahindra,TUV300 T 10 MT Dual Tone,Manual,"29,735 km",Diesel,2nd Owner,"₹7,77,599"
Pune,2014,Honda,Mobilio 1.5 S I DTEC,Manual,"24,169 km",Diesel,1st Owner,"₹5,00,099"
Pune,2019,Maruti,Ertiga VDI,Manual,"31,584 km",Diesel,1st Owner,"₹8,57,499"
Pune,2014,Ford,Ecosport 1.5 TREND TI VCT,Manual,"41,955 km",Petrol,1st Owner,"₹4,51,099"
Pune,2018,Tata,Hexa Varicor 400 XTA,Automatic,"39,905 km",Diesel,1st Owner,"₹13,55,199"
Pune,2018,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Manual,"29,751 km",Petrol,1st Owner,"₹8,34,499"
Pune,2017,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"10,720 km",Petrol,1st Owner,"₹6,83,699"
Pune,2020,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"7,261 km",Diesel,1st Owner,"₹10,11,099"
Pune,2016,Maruti,Vitara Brezza ZDI PLUS,Manual,"97,103 km",Diesel,1st Owner,"₹7,73,199"
Pune,2018,Maruti,S Cross SIGMA SHVS,Manual,"37,002 km",Diesel,1st Owner,"₹7,80,199"
Pune,2020,Skoda,Rapid 1.0 AMBITION TSI MT,Manual,"6,981 km",Petrol,1st Owner,"₹9,01,299"
Pune,2015,Maruti,Ciaz VDI,Manual,"1,61,918 km",Diesel,1st Owner,"₹5,28,299"
Pune,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"16,869 km",Petrol,2nd Owner,"₹10,53,199"
Pune,2018,Honda,City V MT PETROL,Manual,"18,363 km",Petrol,1st Owner,"₹10,50,299"
Pune,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"12,584 km",Petrol,1st Owner,"₹11,23,999"
Pune,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"36,856 km",Petrol,1st Owner,"₹11,24,899"
Pune,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"42,182 km",Petrol,1st Owner,"₹4,55,099"
Pune,2019,Hyundai,Verna 1.6 SX VTVT,Manual,"11,728 km",Petrol,1st Owner,"₹8,93,199"
Pune,2016,Volkswagen,Ameo HIGHLINE 1.2,Manual,"32,750 km",Petrol,2nd Owner,"₹4,73,299"
Pune,2013,Honda,Amaze 1.2 EXMT I VTEC,Manual,"15,271 km",Petrol,1st Owner,"₹4,14,599"
Pune,2019,Honda,Civic VX CVT i-VTEC,Automatic,"15,611 km",Petrol,1st Owner,"₹15,27,199"
Pune,2018,Honda,Amaze 1.2 V CVT I VTEC,Manual,"48,214 km",Petrol,1st Owner,"₹6,36,899"
Pune,2018,Honda,Amaze 1.2 VXMT I VTEC,Manual,"14,604 km",Petrol,1st Owner,"₹6,40,799"
Pune,2019,Maruti,Dzire VXI,Manual,"19,015 km",Petrol,1st Owner,"₹6,53,799"
Pune,2017,Maruti,Dzire VDI,Manual,"1,07,185 km",Diesel,1st Owner,"₹6,74,399"
Pune,2017,Maruti,Dzire ZXI AMT,Automatic,"1,16,512 km",Petrol,1st Owner,"₹5,75,499"
Pune,2018,Maruti,Ciaz ZETA 1.4 VVT AMT,Automatic,"31,002 km",Petrol,1st Owner,"₹8,08,499"
Pune,2018,Honda,Amaze 1.2 V CVT I VTEC,Manual,"11,852 km",Petrol,1st Owner,"₹7,07,599"
Pune,2014,Honda,Amaze 1.5 SX MT I DTEC,Manual,"54,831 km",Diesel,1st Owner,"₹3,69,499"
Pune,2020,Maruti,Dzire VXI AMT,Automatic,"3,000 km",Petrol,1st Owner,"₹7,58,599"
Pune,2018,Maruti,Dzire VXI,Manual,"6,778 km",Petrol,1st Owner,"₹6,89,599"
Pune,2019,Maruti,Dzire ZDI,Manual,"34,404 km",Diesel,1st Owner,"₹8,33,899"
Pune,2015,Maruti,Ciaz ZDI+ SHVS,Manual,"1,25,499 km",Diesel,1st Owner,"₹5,89,299"
Pune,2014,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"43,443 km",Petrol,1st Owner,"₹5,40,299"
Pune,2017,Maruti,Dzire VXI AMT,Automatic,"19,822 km",Petrol,1st Owner,"₹6,28,699"
Pune,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"95,918 km",Petrol,1st Owner,"₹4,22,999"
Pune,2015,Volkswagen,Jetta HIGHLINE TDI AT,Automatic,"99,881 km",Diesel,1st Owner,"₹9,67,499"
Pune,2020,Maruti,Dzire VXI AMT,Automatic,"15,315 km",Petrol,1st Owner,"₹7,30,899"
Pune,2017,Maruti,Dzire ZXI,Manual,"37,024 km",Petrol,1st Owner,"₹5,62,099"
Pune,2013,Skoda,Rapid 1.6 TDI MT AMBITION PLUS,Manual,"79,565 km",Diesel,1st Owner,"₹3,72,999"
Pune,2014,Maruti,Ciaz ZXI,Manual,"93,091 km",Petrol,1st Owner,"₹5,15,499"
Pune,2017,Honda,City ZX CVT,Automatic,"44,106 km",Petrol,1st Owner,"₹9,11,099"
Pune,2013,Maruti,Swift Dzire VDI BS IV,Manual,"74,296 km",Diesel,1st Owner,"₹5,28,199"
Pune,2018,Maruti,Dzire ZDI,Manual,"26,367 km",Diesel,1st Owner,"₹7,82,999"
Pune,2016,Hyundai,Verna FLUIDIC 1.6 VTVT S,Manual,"6,319 km",Petrol,3rd Owner,"₹5,20,599"
Pune,2017,Hyundai,Xcent E PLUS,Manual,"45,922 km",Petrol,1st Owner,"₹4,62,099"
Pune,2017,Hyundai,Xcent S 1.2,Manual,"31,123 km",Petrol,1st Owner,"₹4,48,199"
Pune,2014,Hyundai,Xcent S 1.2 OPT,Manual,"41,980 km",Petrol,1st Owner,"₹4,20,699"
Pune,2017,Maruti,Dzire VDI,Manual,"15,738 km",Diesel,1st Owner,"₹6,71,699"
Pune,2019,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"14,526 km",Petrol,1st Owner,"₹5,69,999"
Pune,2014,Maruti,Celerio VXI,Manual,"33,246 km",Petrol,1st Owner,"₹4,06,299"
Pune,2019,Hyundai,Elite i20 1.2 SPORTS PLUS VTVT,Manual,"13,240 km",Petrol,1st Owner,"₹7,34,099"
Pune,2017,Hyundai,Elite i20 SPORTZ 1.4,Manual,"68,595 km",Diesel,2nd Owner,"₹6,09,899"
Pune,2017,Hyundai,Elite i20 ERA 1.2,Manual,"11,371 km",Petrol,1st Owner,"₹5,39,199"
Pune,2018,Volkswagen,Polo HIGH LINE PLUS 1.0,Manual,"9,207 km",Petrol,1st Owner,"₹6,55,599"
Pune,2017,Hyundai,Elite i20 ASTA 1.2,Manual,"25,111 km",Petrol,1st Owner,"₹6,09,299"
Pune,2019,Maruti,Baleno ZETA 1.2 K12,Manual,"10,357 km",Petrol,1st Owner,"₹6,98,299"
Pune,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"15,112 km",Petrol,1st Owner,"₹6,47,599"
Pune,2017,Maruti,Wagon R 1.0 VXI,Manual,"33,826 km",Petrol,1st Owner,"₹4,05,399"
Pune,2017,Maruti,Baleno ALPHA 1.2 K12,Manual,"31,950 km",Petrol,1st Owner,"₹6,28,799"
Pune,2017,Hyundai,Grand i10 magna 1.2 crdi,Manual,"32,683 km",Diesel,1st Owner,"₹4,89,199"
Pune,2018,Maruti,Swift VDI,Manual,"5,284 km",Diesel,1st Owner,"₹6,50,399"
Pune,2018,Maruti,Wagon R 1.0 VXI AMT,Automatic,"35,242 km",Petrol,1st Owner,"₹4,50,199"
Pune,2016,Maruti,Swift ZDI,Manual,"82,420 km",Diesel,1st Owner,"₹5,34,399"
Pune,2014,Maruti,Alto 800 LXI,Manual,"22,626 km",Petrol,2nd Owner,"₹2,48,899"
Pune,2014,Maruti,Alto 800 LXI,Manual,"46,886 km",Petrol,2nd Owner,"₹2,74,699"
Pune,2013,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Automatic,"38,942 km",Petrol,2nd Owner,"₹3,55,699"
Pune,2020,Maruti,S PRESSO VXI,Manual,"8,651 km",Petrol,1st Owner,"₹4,32,599"
Pune,2016,Hyundai,Grand i10 1.2 ASTA (O) AT,Automatic,"11,819 km",Petrol,2nd Owner,"₹5,10,899"
Pune,2015,Maruti,Alto K10 VXI,Manual,"25,490 km",Petrol,1st Owner,"₹3,26,399"
Pune,2012,Honda,Jazz 1.2 SELECT I VTEC,Manual,"65,710 km",Petrol,2nd Owner,"₹3,23,899"
Pune,2013,Hyundai,i20 MAGNA 1.4 CRDI,Manual,"72,869 km",Diesel,1st Owner,"₹3,94,499"
Pune,2015,Maruti,Celerio VXI AMT,Automatic,"53,739 km",Petrol,1st Owner,"₹3,34,999"
Pune,2018,Maruti,Baleno ZETA 1.2 K12,Manual,"19,481 km",Petrol,1st Owner,"₹6,34,199"
Pune,2013,Maruti,Ritz VXI BS IV,Manual,"21,445 km",Petrol,2nd Owner,"₹3,23,899"
Pune,2017,Maruti,IGNIS DELTA 1.2 K12,Manual,"30,608 km",Petrol,1st Owner,"₹4,15,099"
Pune,2017,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"12,773 km",Petrol,1st Owner,"₹7,47,099"
Pune,2015,Maruti,Alto 800 LXI CNG,Manual,"61,386 km",Petrol + CNG,3rd Owner,"₹2,36,499"
Pune,2019,Maruti,Baleno ZETA 1.2 K12,Manual,"15,076 km",Petrol,1st Owner,"₹6,51,999"
Pune,2019,Renault,Kwid RXT Opt,Manual,"4,523 km",Petrol,1st Owner,"₹3,81,799"
Pune,2017,Hyundai,Elite i20 ASTA 1.2,Manual,"11,775 km",Petrol,1st Owner,"₹6,54,999"
Pune,2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"33,565 km",Petrol,2nd Owner,"₹4,14,099"
Pune,2016,Maruti,Celerio ZXI,Manual,"39,682 km",Petrol,1st Owner,"₹4,19,599"
Pune,2010,Hyundai,i20 MAGNA O 1.2,Manual,"87,846 km",Petrol + CNG,2nd Owner,"₹1,63,299"
Pune,2019,Maruti,Swift ZXI,Manual,"11,270 km",Petrol,1st Owner,"₹6,28,199"
Pune,2016,Hyundai,i20 Active 1.4 S,Manual,"82,548 km",Diesel,1st Owner,"₹5,96,399"
Pune,2014,Maruti,Wagon R Stingray VXI,Manual,"81,428 km",Petrol,2nd Owner,"₹3,22,799"
Pune,2017,Renault,Kwid 1.0 RXT,Manual,"31,147 km",Petrol,1st Owner,"₹3,03,199"
Pune,2016,Maruti,Baleno ZETA 1.2 K12,Manual,"50,022 km",Petrol,1st Owner,"₹5,32,199"
Pune,2019,Maruti,Swift VDI,Manual,"19,590 km",Diesel,1st Owner,"₹7,03,799"
Pune,2017,Maruti,IGNIS DELTA 1.2 K12,Manual,"12,099 km",Petrol,1st Owner,"₹4,76,599"
Pune,2020,Maruti,Swift VXI,Manual,"16,286 km",Petrol,1st Owner,"₹6,15,399"
Pune,2018,Maruti,Baleno ZETA 1.2 K12,Manual,"23,172 km",Petrol,1st Owner,"₹6,37,699"
Pune,2015,Hyundai,Eon ERA PLUS,Manual,"20,419 km",Petrol,1st Owner,"₹3,11,699"
Pune,2018,Maruti,Swift VXI,Manual,"1,08,532 km",Petrol,1st Owner,"₹5,37,299"
Pune,2016,Maruti,Celerio ZXI OPT AMT,Automatic,"95,276 km",Petrol,2nd Owner,"₹3,91,799"
Pune,2016,Honda,Brio 1.2 S MT I VTEC,Manual,"15,805 km",Petrol,1st Owner,"₹4,00,799"
Pune,2019,Maruti,IGNIS ZETA 1.2 K12 AMT,Automatic,"13,058 km",Petrol,1st Owner,"₹5,53,499"
Pune,2016,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Manual,"46,758 km",Petrol,1st Owner,"₹4,63,799"
Pune,2016,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"26,904 km",Petrol,1st Owner,"₹4,63,199"
Pune,2019,Maruti,Baleno ZETA 1.2 K12,Manual,"10,458 km",Petrol,1st Owner,"₹6,95,599"
Pune,2018,Maruti,Celerio ZXI,Manual,"10,199 km",Petrol,1st Owner,"₹4,56,199"
Pune,2015,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Manual,"10,267 km",Petrol,1st Owner,"₹4,74,799"
Pune,2018,Maruti,Alto 800 LXI,Manual,"8,465 km",Petrol,1st Owner,"₹3,20,799"
Pune,2018,Hyundai,Eon SPORTZ,Manual,"5,701 km",Petrol,1st Owner,"₹3,63,999"
Pune,2018,Tata,Tiago XE 1.2 REVOTRON,Manual,"12,651 km",Petrol,1st Owner,"₹3,77,899"
Pune,2014,Hyundai,Eon SPORTZ,Manual,"63,171 km",Petrol,1st Owner,"₹2,40,399"
Pune,2016,Hyundai,Elite i20 MAGNA 1.2,Manual,"28,761 km",Petrol,1st Owner,"₹5,07,999"
Pune,2012,Honda,Jazz 1.2 SELECT I VTEC,Manual,"65,710 km",Petrol,2nd Owner,"₹3,23,899"
Pune,2013,Hyundai,i20 MAGNA 1.4 CRDI,Manual,"72,869 km",Diesel,1st Owner,"₹3,94,499"
Pune,2018,Maruti,Alto 800 VXI,Manual,"28,494 km",Petrol,1st Owner,"₹3,29,499"
Pune,2012,Volkswagen,Polo HIGHLINE1.2L DIESEL,Manual,"67,595 km",Diesel,2nd Owner,"₹2,58,399"
Pune,2014,Maruti,Swift VXI,Manual,"28,600 km",Petrol,1st Owner,"₹4,11,999"
Pune,2019,Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,"13,922 km",Petrol,1st Owner,"₹6,50,999"
Pune,2014,Maruti,Celerio VXI,Manual,"64,208 km",Petrol,1st Owner,"₹3,84,899"
Pune,2017,Datsun,Redi Go T (O),Manual,"17,774 km",Petrol,1st Owner,"₹2,56,799"
Pune,2020,Maruti,Baleno ZETA 1.2 K12,Manual,"20,524 km",Petrol,2nd Owner,"₹6,31,099"
Pune,2016,Hyundai,Elite i20 MAGNA 1.2,Manual,"14,207 km",Petrol,1st Owner,"₹5,28,899"
Pune,2016,Maruti,Celerio VDI,Manual,"84,347 km",Diesel,1st Owner,"₹3,82,899"
Pune,2018,Maruti,Baleno ALPHA 1.2 K12 AMT,Automatic,"28,661 km",Petrol,1st Owner,"₹7,04,099"
